Year,Province name,District number,Election,Registered voters in district,Valid votes in district,Invalid votes in district,Party name,Party number,Party number of votes,"""Province name""",Total Valid votes in district,Invalid votes
2014,Jawa Barat,7,DPR,4335139,2762436,404,Partai Bulan Bintang,14,48441,Province name,,
2014,Jawa Barat,7,DPR,4335139,2762436,404,Partai Keadilan dan Persatuan Indonesia,15,12477,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,"",,,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,Partai Nasional Demokrat,1,109818,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,Partai Kebangkitan Bangsa,2,241657,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,Partai Keadilan Sejahtera,3,131850,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,Partai Demokrasi Indonesia Perjuangan,4,413101,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,Partai Golongan Karya,5,445760,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,Partai Gerakan Indonesia Raya,6,214523,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,Partai Demokrat,7,120914,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,Partai Amanat Nasional,8,53113,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,Partai Persatuan Pembangunan,9,65018,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,Partai Hati Nurani Rakyat,10,128972,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,Partai Bulan Bintang,14,21356,Province name,,
2014,Jawa Barat,8,DPR,3400125,1953002,266,Partai Keadilan dan Persatuan Indonesia,15,6920,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,"",,,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,Partai Nasional Demokrat,1,114300,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,Partai Kebangkitan Bangsa,2,162079,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,Partai Keadilan Sejahtera,3,156451,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,Partai Demokrasi Indonesia Perjuangan,4,521530,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,Partai Golongan Karya,5,334967,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,Partai Gerakan Indonesia Raya,6,175017,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,Partai Demokrat,7,202920,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,Partai Amanat Nasional,8,90683,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,Partai Persatuan Pembangunan,9,132952,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,Partai Hati Nurani Rakyat,10,90137,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,Partai Bulan Bintang,14,23533,Province name,,
2014,Jawa Barat,9,DPR,2935416,2019474,258,Partai Keadilan dan Persatuan Indonesia,15,14905,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,"",,,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,Partai Nasional Demokrat,1,78251,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,Partai Kebangkitan Bangsa,2,104694,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,Partai Keadilan Sejahtera,3,168738,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,Partai Demokrasi Indonesia Perjuangan,4,313984,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,Partai Golongan Karya,5,214519,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,Partai Gerakan Indonesia Raya,6,89400,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,Partai Demokrat,7,137215,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,Partai Amanat Nasional,8,184161,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,Partai Persatuan Pembangunan,9,129544,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,Partai Hati Nurani Rakyat,10,49996,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,Partai Bulan Bintang,14,17721,Province name,,
2014,Jawa Barat,10,DPR,2222654,1495569,130,Partai Keadilan dan Persatuan Indonesia,15,7346,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,"",,,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,Partai Nasional Demokrat,1,105687,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,Partai Kebangkitan Bangsa,2,337170,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,Partai Keadilan Sejahtera,3,187093,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,Partai Demokrasi Indonesia Perjuangan,4,303513,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,Partai Golongan Karya,5,369901,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,Partai Gerakan Indonesia Raya,6,175688,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,Partai Demokrat,7,230886,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,Partai Amanat Nasional,8,223104,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,Partai Persatuan Pembangunan,9,342330,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,Partai Hati Nurani Rakyat,10,100406,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,Partai Bulan Bintang,14,53338,Province name,,
2014,Jawa Barat,11,DPR,3582434,2444255,257,Partai Keadilan dan Persatuan Indonesia,15,15139,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,"",,,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,Partai Nasional Demokrat,1,152217,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,Partai Kebangkitan Bangsa,2,195225,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,Partai Keadilan Sejahtera,3,128963,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,Partai Demokrasi Indonesia Perjuangan,4,516122,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,Partai Golongan Karya,5,169515,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,Partai Gerakan Indonesia Raya,6,206577,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,Partai Demokrat,7,157245,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,Partai Amanat Nasional,8,136583,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,Partai Persatuan Pembangunan,9,118254,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,Partai Hati Nurani Rakyat,10,63885,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,Partai Bulan Bintang,14,7712,Province name,,
2014,Jawa Tengah,1,DPR,2731714,1859104,291,Partai Keadilan dan Persatuan Indonesia,15,6806,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,"",,,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,Partai Nasional Demokrat,1,99612,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,Partai Kebangkitan Bangsa,2,230157,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,Partai Keadilan Sejahtera,3,73075,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,Partai Demokrasi Indonesia Perjuangan,4,175036,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,Partai Golongan Karya,5,448420,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,Partai Gerakan Indonesia Raya,6,177111,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,Partai Demokrat,7,55631,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,Partai Amanat Nasional,8,81132,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,Partai Persatuan Pembangunan,9,164286,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,Partai Hati Nurani Rakyat,10,62914,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,Partai Bulan Bintang,14,9307,Province name,,
2014,Jawa Tengah,2,DPR,2255036,1579820,227,Partai Keadilan dan Persatuan Indonesia,15,3139,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,"",,,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,Partai Nasional Demokrat,1,130060,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,Partai Kebangkitan Bangsa,2,280384,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,Partai Keadilan Sejahtera,3,123354,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,Partai Demokrasi Indonesia Perjuangan,4,392472,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,Partai Golongan Karya,5,301851,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,Partai Gerakan Indonesia Raya,6,285557,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,Partai Demokrat,7,202818,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,Partai Amanat Nasional,8,92244,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,Partai Persatuan Pembangunan,9,139679,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,Partai Hati Nurani Rakyat,10,92740,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,Partai Bulan Bintang,14,13961,Province name,,
2014,Jawa Tengah,3,DPR,3287462,2071932,411,Partai Keadilan dan Persatuan Indonesia,15,16812,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,"",,,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,Partai Nasional Demokrat,1,47186,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,Partai Kebangkitan Bangsa,2,103911,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,Partai Keadilan Sejahtera,3,160546,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,Partai Demokrasi Indonesia Perjuangan,4,417714,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,Partai Golongan Karya,5,235865,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,Partai Gerakan Indonesia Raya,6,168597,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,Partai Demokrat,7,110433,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,Partai Amanat Nasional,8,123963,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,Partai Persatuan Pembangunan,9,55950,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,Partai Hati Nurani Rakyat,10,92114,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,Partai Bulan Bintang,14,6932,Province name,,
2014,Jawa Tengah,4,DPR,2352945,1528134,174,Partai Keadilan dan Persatuan Indonesia,15,4923,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,"",,,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,Partai Nasional Demokrat,1,120090,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,Partai Kebangkitan Bangsa,2,137727,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,Partai Keadilan Sejahtera,3,120918,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,Partai Demokrasi Indonesia Perjuangan,4,861673,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,Partai Golongan Karya,5,269446,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,Partai Gerakan Indonesia Raya,6,152378,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,Partai Demokrat,7,81667,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,Partai Amanat Nasional,8,145363,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,Partai Persatuan Pembangunan,9,52877,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,Partai Hati Nurani Rakyat,10,55214,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,Partai Bulan Bintang,14,9070,Province name,,
2014,Jawa Tengah,5,DPR,2869277,2010828,216,Partai Keadilan dan Persatuan Indonesia,15,4405,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,"",,,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,Partai Nasional Demokrat,1,146264,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,Partai Kebangkitan Bangsa,2,358790,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,Partai Keadilan Sejahtera,3,91774,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,Partai Demokrasi Indonesia Perjuangan,4,454259,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,Partai Golongan Karya,5,203508,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,Partai Gerakan Indonesia Raya,6,207410,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,Partai Demokrat,7,131447,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,Partai Amanat Nasional,8,162515,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,Partai Persatuan Pembangunan,9,137499,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,Partai Hati Nurani Rakyat,10,101462,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,Partai Bulan Bintang,14,11385,Province name,,
2014,Jawa Tengah,6,DPR,2900986,2014315,267,Partai Keadilan dan Persatuan Indonesia,15,8002,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,"",,,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,Partai Nasional Demokrat,1,143183,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,Partai Kebangkitan Bangsa,2,164535,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,Partai Keadilan Sejahtera,3,102966,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,Partai Demokrasi Indonesia Perjuangan,4,300978,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,Partai Golongan Karya,5,144563,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,Partai Gerakan Indonesia Raya,6,297057,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,Partai Demokrat,7,97465,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,Partai Amanat Nasional,8,110604,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,Partai Persatuan Pembangunan,9,130237,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,Partai Hati Nurani Rakyat,10,62151,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,Partai Bulan Bintang,14,18055,Province name,,
2014,Jawa Tengah,7,DPR,2509224,1575575,203,Partai Keadilan dan Persatuan Indonesia,15,3781,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,"",,,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,Partai Nasional Demokrat,1,47985,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,Partai Kebangkitan Bangsa,2,216461,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,Partai Keadilan Sejahtera,3,81773,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,Partai Demokrasi Indonesia Perjuangan,4,487813,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,Partai Golongan Karya,5,296890,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,Partai Gerakan Indonesia Raya,6,229642,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,Partai Demokrat,7,118282,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,Partai Amanat Nasional,8,134829,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,Partai Persatuan Pembangunan,9,97771,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,Partai Hati Nurani Rakyat,10,49274,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,Partai Bulan Bintang,14,9018,Province name,,
2014,Jawa Tengah,8,DPR,2781889,1774130,131,Partai Keadilan dan Persatuan Indonesia,15,4392,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,"",,,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,Partai Nasional Demokrat,1,62146,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,Partai Kebangkitan Bangsa,2,282131,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,Partai Keadilan Sejahtera,3,109527,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,Partai Demokrasi Indonesia Perjuangan,4,376245,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,Partai Golongan Karya,5,234622,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,Partai Gerakan Indonesia Raya,6,162077,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,Partai Demokrat,7,84622,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,Partai Amanat Nasional,8,103357,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,Partai Persatuan Pembangunan,9,117118,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,Partai Hati Nurani Rakyat,10,93511,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,Partai Bulan Bintang,14,6489,Province name,,
2014,Jawa Tengah,9,DPR,2847465,1635975,222,Partai Keadilan dan Persatuan Indonesia,15,4130,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,"",,,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,Partai Nasional Demokrat,1,86383,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,Partai Kebangkitan Bangsa,2,336121,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,Partai Keadilan Sejahtera,3,83612,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,Partai Demokrasi Indonesia Perjuangan,4,313293,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,Partai Golongan Karya,5,192602,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,Partai Gerakan Indonesia Raya,6,136674,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,Partai Demokrat,7,81109,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,Partai Amanat Nasional,8,117612,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,Partai Persatuan Pembangunan,9,138102,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,Partai Hati Nurani Rakyat,10,57487,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,Partai Bulan Bintang,14,7203,Province name,,
2014,Jawa Tengah,10,DPR,2590062,1553646,299,Partai Keadilan dan Persatuan Indonesia,15,3448,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,"",,,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,Partai Nasional Demokrat,1,67451,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,Partai Kebangkitan Bangsa,2,385629,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,Partai Keadilan Sejahtera,3,102720,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,Partai Demokrasi Indonesia Perjuangan,4,497347,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,Partai Golongan Karya,5,133644,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,Partai Gerakan Indonesia Raya,6,250459,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,Partai Demokrat,7,186270,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,Partai Amanat Nasional,8,196645,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,Partai Persatuan Pembangunan,9,87293,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,Partai Hati Nurani Rakyat,10,87069,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,Partai Bulan Bintang,14,15573,Province name,,
2014,Jawa Timur,1,DPR,3377714,2016903,255,Partai Keadilan dan Persatuan Indonesia,15,6803,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,"",,,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,Partai Nasional Demokrat,1,296136,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,Partai Kebangkitan Bangsa,2,299534,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,Partai Keadilan Sejahtera,3,77448,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,Partai Demokrasi Indonesia Perjuangan,4,150395,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,Partai Golongan Karya,5,220105,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,Partai Gerakan Indonesia Raya,6,184263,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,Partai Demokrat,7,121303,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,Partai Amanat Nasional,8,35305,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,Partai Persatuan Pembangunan,9,104711,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,Partai Hati Nurani Rakyat,10,57632,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,Partai Bulan Bintang,14,7706,Province name,,
2014,Jawa Timur,2,DPR,2330650,1561686,288,Partai Keadilan dan Persatuan Indonesia,15,7148,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,"",,,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,Partai Nasional Demokrat,1,91838,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,Partai Kebangkitan Bangsa,2,434967,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,Partai Keadilan Sejahtera,3,80360,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,Partai Demokrasi Indonesia Perjuangan,4,254532,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,Partai Golongan Karya,5,192166,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,Partai Gerakan Indonesia Raya,6,143379,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,Partai Demokrat,7,129880,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,Partai Amanat Nasional,8,39671,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,Partai Persatuan Pembangunan,9,138113,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,Partai Hati Nurani Rakyat,10,54276,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,Partai Bulan Bintang,14,7186,Province name,,
2014,Jawa Timur,3,DPR,2374614,1571888,182,Partai Keadilan dan Persatuan Indonesia,15,5520,Province name,,
2014,Jawa Timur,4,DPR,2560561,1627760,172,"",,,Province name,,
2014,Jawa Timur,4,DPR,2560561,1627760,172,Partai Nasional Demokrat,1,114551,Province name,,
2014,Jawa Timur,4,DPR,2560561,1627760,172,Partai Kebangkitan Bangsa,2,338523,Province name,,
2014,Jawa Timur,4,DPR,2560561,1627760,172,Partai Keadilan Sejahtera,3,92281,Province name,,
