Year,Province name,District number,Election,Registered voters in district,Valid votes in district,Invalid votes in district,Party name,Party number,Party number of votes,"""Province name""",Total Valid votes in district,Invalid votes
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Golongan Karya,4,27268,Province name,933493,134670
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Nasdem,5,10898,Province name,933493,134670
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Gerakan Perubahan Indonesia,6,2063,Province name,933493,134670
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Berkarya,7,7977,Province name,933493,134670
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Keadilan Sejahtera,8,22226,Province name,933493,134670
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Persatuan Indonesia,9,9913,Province name,933493,134670
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Persatuan Pembangunan,10,14888,Province name,933493,134670
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Solidaritas Indonesia,11,4406,Province name,933493,134670
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Amanat Nasional,12,14905,Province name,933493,134670
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Hati Nurani Rakyat,13,4114,Province name,933493,134670
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Demokrat,14,12982,Province name,933493,134670
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Bulan Bintang,19,3203,Province name,933493,134670
2019,Kalimantan Selatan,2,DPR,1308728,,,Partai Keadilan dan Persaatuan Indonesia,20,797,Province name,933493,134670
2019,Kalimantan Timur,1,DPR,2481386,,,"",,,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Kebangkitan Bangsa,1,27498,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Gerakan Indonesia Raya,2,63369,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Demokrasi Indonesia Perjuangan,3,75991,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Golongan Karya,4,55070,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Nasdem,5,19513,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Gerakan Perubahan Indonesia,6,2946,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Berkarya,7,15713,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Keadilan Sejahtera,8,42896,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Persatuan Indonesia,9,18025,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Persatuan Pembangunan,10,19204,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Solidaritas Indonesia,11,8673,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Amanat Nasional,12,17478,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Hati Nurani Rakyat,13,7283,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Demokrat,14,24794,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Bulan Bintang,19,4043,Province name,1742547,246127
2019,Kalimantan Timur,1,DPR,2481386,,,Partai Keadilan dan Persaatuan Indonesia,20,1079,Province name,1742547,246127
2019,Sulawesi Utara,1,DPR,1098115,,,"",,,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Kebangkitan Bangsa,1,4658,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Gerakan Indonesia Raya,2,10232,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Demokrasi Indonesia Perjuangan,3,47486,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Golongan Karya,4,15049,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Nasdem,5,11023,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Gerakan Perubahan Indonesia,6,1762,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Berkarya,7,4784,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Keadilan Sejahtera,8,3933,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Persatuan Indonesia,9,5990,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Persatuan Pembangunan,10,3926,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Solidaritas Indonesia,11,7754,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Amanat Nasional,12,4611,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Hati Nurani Rakyat,13,2065,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Demokrat,14,6241,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Bulan Bintang,19,888,Province name,1479369,110369
2019,Sulawesi Utara,1,DPR,1098115,,,Partai Keadilan dan Persaatuan Indonesia,20,1208,Province name,1479369,110369
2019,Sulawesi Tengah,1,DPR,1952810,,,"",,,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Kebangkitan Bangsa,1,21453,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Gerakan Indonesia Raya,2,36854,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Demokrasi Indonesia Perjuangan,3,34918,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Golongan Karya,4,33613,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Nasdem,5,24098,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Gerakan Perubahan Indonesia,6,5518,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Berkarya,7,13778,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Keadilan Sejahtera,8,15484,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Persatuan Indonesia,9,19767,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Persatuan Pembangunan,10,10355,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Solidaritas Indonesia,11,4744,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Amanat Nasional,12,12424,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Hati Nurani Rakyat,13,7288,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Demokrat,14,13485,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Bulan Bintang,19,5603,Province name,1550324,87088
2019,Sulawesi Tengah,1,DPR,1952810,,,Partai Keadilan dan Persaatuan Indonesia,20,1795,Province name,1550324,87088
2019,Sulawesi Selatan,1,DPR,2205190,,,"",,,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Kebangkitan Bangsa,1,16665,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Gerakan Indonesia Raya,2,43503,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Demokrasi Indonesia Perjuangan,3,24437,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Golongan Karya,4,24948,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Nasdem,5,17835,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Gerakan Perubahan Indonesia,6,4192,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Berkarya,7,12397,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Keadilan Sejahtera,8,21709,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Persatuan Indonesia,9,10521,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Persatuan Pembangunan,10,14866,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Solidaritas Indonesia,11,8561,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Amanat Nasional,12,14579,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Hati Nurani Rakyat,13,3707,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Demokrat,14,16351,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Bulan Bintang,19,3151,Province name,1578535,177645
2019,Sulawesi Selatan,1,DPR,2205190,,,Partai Keadilan dan Persaatuan Indonesia,20,1669,Province name,1578535,177645
2019,Sulawesi Selatan,2,DPR,2232370,,,"",,,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Kebangkitan Bangsa,1,20150,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Gerakan Indonesia Raya,2,32549,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Demokrasi Indonesia Perjuangan,3,15507,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Golongan Karya,4,34499,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Nasdem,5,15607,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Gerakan Perubahan Indonesia,6,5264,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Berkarya,7,17323,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Keadilan Sejahtera,8,12596,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Persatuan Indonesia,9,6359,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Persatuan Pembangunan,10,12262,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Solidaritas Indonesia,11,3585,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Amanat Nasional,12,13760,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Hati Nurani Rakyat,13,4159,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Demokrat,14,11434,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Bulan Bintang,19,4093,Province name,1693992,111920
2019,Sulawesi Selatan,2,DPR,2232370,,,Partai Keadilan dan Persaatuan Indonesia,20,1264,Province name,1693992,111920
2019,Sulawesi Selatan,3,DPR,1721815,,,"",,,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Kebangkitan Bangsa,1,6275,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Gerakan Indonesia Raya,2,14294,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Demokrasi Indonesia Perjuangan,3,9355,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Golongan Karya,4,14463,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Nasdem,5,9879,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Gerakan Perubahan Indonesia,6,1787,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Berkarya,7,8143,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Keadilan Sejahtera,8,6370,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Persatuan Indonesia,9,4452,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Persatuan Pembangunan,10,5229,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Solidaritas Indonesia,11,2133,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Amanat Nasional,12,6021,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Hati Nurani Rakyat,13,2675,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Demokrat,14,7649,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Bulan Bintang,19,1854,Province name,1386975,69515
2019,Sulawesi Selatan,3,DPR,1721815,,,Partai Keadilan dan Persaatuan Indonesia,20,1197,Province name,1386975,69515
2019,Sulawesi Tenggara,1,DPR,1587506,,,"",,,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Kebangkitan Bangsa,1,8667,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Gerakan Indonesia Raya,2,22057,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Demokrasi Indonesia Perjuangan,3,15529,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Golongan Karya,4,17805,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Nasdem,5,8978,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Gerakan Perubahan Indonesia,6,3093,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Berkarya,7,7680,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Keadilan Sejahtera,8,10670,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Persatuan Indonesia,9,4464,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Persatuan Pembangunan,10,5692,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Solidaritas Indonesia,11,2225,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Amanat Nasional,12,12181,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Hati Nurani Rakyat,13,2668,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Demokrat,14,10184,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Bulan Bintang,19,4869,Province name,1287972,134873
2019,Sulawesi Tenggara,1,DPR,1587506,,,Partai Keadilan dan Persaatuan Indonesia,20,1498,Province name,1287972,134873
2019,Gorontalo,1,DPR,812801,,,"",,,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Kebangkitan Bangsa,1,6490,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Gerakan Indonesia Raya,2,11798,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Demokrasi Indonesia Perjuangan,3,12050,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Golongan Karya,4,20883,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Nasdem,5,10941,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Gerakan Perubahan Indonesia,6,1154,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Berkarya,7,5119,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Keadilan Sejahtera,8,5525,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Persatuan Indonesia,9,2533,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Persatuan Pembangunan,10,9525,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Solidaritas Indonesia,11,859,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Amanat Nasional,12,4557,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Hati Nurani Rakyat,13,1990,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Demokrat,14,5400,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Bulan Bintang,19,769,Province name,688445,32587
2019,Gorontalo,1,DPR,812801,,,Partai Keadilan dan Persatuan Indonesia,20,270,Province name,688445,32587
2019,Sulawesi Barat,1,DPR,865244,,,"",,,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Kebangkitan Bangsa,1,5697,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Gerakan Indonesia Raya,2,8849,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Demokrasi Indonesia Perjuangan,3,10695,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Golongan Karya,4,9261,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Nasdem,5,4932,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Gerakan Perubahan Indonesia,6,1825,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Berkarya,7,3344,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Keadilan Sejahtera,8,2917,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Persatuan Indonesia,9,3055,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Persatuan Pembangunan,10,2741,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Solidaritas Indonesia,11,1434,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Amanat Nasional,12,3375,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Hati Nurani Rakyat,13,2585,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Demokrat,14,6198,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Bulan Bintang,19,992,Province name,698697,51143
2019,Sulawesi Barat,1,DPR,865244,,,Partai Keadilan dan Persatuan Indonesia,20,587,Province name,698697,51143
2019,Maluku,1,DPR,1266025,,,"",,,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Kebangkitan Bangsa,1,5470,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Gerakan Indonesia Raya,2,9960,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Demokrasi Indonesia Perjuangan,3,12328,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Golongan Karya,4,8689,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Nasdem,5,5036,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Gerakan Perubahan Indonesia,6,1523,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Berkarya,7,4691,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Keadilan Sejahtera,8,6333,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Persatuan Indonesia,9,3321,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Persatuan Pembangunan,10,4453,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Solidaritas Indonesia,11,2706,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Amanat Nasional,12,3111,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Hati Nurani Rakyat,13,3125,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Demokrat,14,4653,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Bulan Bintang,19,1251,Province name,949492,52925
2019,Maluku,1,DPR,1266025,,,Partai Keadilan dan Persatuan Indonesia,20,1517,Province name,949492,52925
2019,Maluku Utara,1,DPR,803983,,,"",,,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Kebangkitan Bangsa,1,5717,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Gerakan Indonesia Raya,2,8068,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Demokrasi Indonesia Perjuangan,3,11452,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Golongan Karya,4,8579,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Nasdem,5,4699,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Gerakan Perubahan Indonesia,6,2575,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Berkarya,7,4356,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Keadilan Sejahtera,8,5048,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Persatuan Indonesia,9,2366,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Persatuan Pembangunan,10,3121,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Solidaritas Indonesia,11,1271,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Amanat Nasional,12,2969,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Hati Nurani Rakyat,13,2048,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Demokrat,14,4436,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Bulan Bintang,19,1460,Province name,622755,39682
2019,Maluku Utara,1,DPR,803983,,,Partai Keadilan dan Persatuan Indonesia,20,1364,Province name,622755,39682
2019,Papua,1,DPR,1523694,,,"",,,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Kebangkitan Bangsa,1,4299,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Gerakan Indonesia Raya,2,5906,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Demokrasi Indonesia Perjuangan,3,18126,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Golongan Karya,4,23387,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Nasdem,5,13164,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Gerakan Perubahan Indonesia,6,6441,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Berkarya,7,33979,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Keadilan Sejahtera,8,21825,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Persatuan Indonesia,9,4634,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Persatuan Pembangunan,10,1897,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Solidaritas Indonesia,11,18423,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Amanat Nasional,12,7729,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Hati Nurani Rakyat,13,3229,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Demokrat,14,4478,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Bulan Bintang,19,11537,Province name,3314858,75479
2019,Papua,1,DPR,1523694,,,Partai Keadilan dan Persatuan Indonesia,20,13130,Province name,3314858,75479
2019,Papua Barat,1,DPR,742291,,,"",,,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Kebangkitan Bangsa,1,4415,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Gerakan Indonesia Raya,2,9112,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Demokrasi Indonesia Perjuangan,3,13094,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Golongan Karya,4,11808,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Nasdem,5,6702,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Gerakan Perubahan Indonesia,6,1199,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Berkarya,7,3220,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Keadilan Sejahtera,8,4338,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Persatuan Indonesia,9,3657,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Persatuan Pembangunan,10,2080,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Solidaritas Indonesia,11,2227,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Amanat Nasional,12,2859,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Hati Nurani Rakyat,13,1984,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Demokrat,14,6133,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Bulan Bintang,19,1204,Province name,601107,46288
2019,Papua Barat,1,DPR,742291,,,Partai Keadilan dan Persatuan Indonesia,20,1220,Province name,601107,46288
2019,Kalimantan Utara,1,DPR,450108,,,"",,,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Kebangkitan Bangsa,1,3694,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Gerakan Indonesia Raya,2,4879,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Demokrasi Indonesia Perjuangan,3,9445,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Golongan Karya,4,4259,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Nasdem,5,3162,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Gerakan Perubahan Indonesia,6,480,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Berkarya,7,1525,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Keadilan Sejahtera,8,3589,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Persatuan Indonesia,9,2261,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Persatuan Pembangunan,10,1734,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Solidaritas Indonesia,11,1243,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Amanat Nasional,12,1861,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Hati Nurani Rakyat,13,3029,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Demokrat,14,4158,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Bulan Bintang,19,817,Province name,328126,28799
2019,Kalimantan Utara,1,DPR,450108,,,Partai Keadilan dan Persatuan Indonesia,20,353,Province name,328126,28799
2019,Kepulauan Riau,1,DPR,1229424,,,"",,,Province name,919399,100587
2019,Kepulauan Riau,1,DPR,1229424,,,Partai Kebangkitan Bangsa,1,10214,Province name,919399,100587
2019,Kepulauan Riau,1,DPR,1229424,,,Partai Gerakan Indonesia Raya,2,24733,Province name,919399,100587
2019,Kepulauan Riau,1,DPR,1229424,,,Partai Demokrasi Indonesia Perjuangan,3,39471,Province name,919399,100587
2019,Kepulauan Riau,1,DPR,1229424,,,Partai Golongan Karya,4,20641,Province name,919399,100587
2019,Kepulauan Riau,1,DPR,1229424,,,Partai Nasdem,5,13341,Province name,919399,100587
2019,Kepulauan Riau,1,DPR,1229424,,,Partai Gerakan Perubahan Indonesia,6,1238,Province name,919399,100587
2019,Kepulauan Riau,1,DPR,1229424,,,Partai Berkarya,7,4404,Province name,919399,100587
2019,Kepulauan Riau,1,DPR,1229424,,,Partai Keadilan Sejahtera,8,16996,Province name,919399,100587
2019,Kepulauan Riau,1,DPR,1229424,,,Partai Persatuan Indonesia,9,13351,Province name,919399,100587
2019,Kepulauan Riau,1,DPR,1229424,,,Partai Persatuan Pembangunan,10,5596,Province name,919399,100587
2019,Kepulauan Riau,1,DPR,1229424,,,Partai Solidaritas Indonesia,11,8716,Province name,919399,100587
